Wall time,Step,Value
1618119720.594985,0,-284.91058349609375
1618119723.2246127,100,-491.36505126953125
1618119729.8162901,300,-585.0029907226562
1618119732.9601893,400,-490.81103515625
1618119735.7577078,500,-139.12498474121094
1618119738.5745425,600,-376.0717468261719
1618119741.7300377,700,-437.34405517578125
1618119744.9071705,800,-232.41481018066406
1618119747.7281392,900,-102.04395294189453
1618119750.6789784,1000,-364.8884582519531
1618119753.52715,1100,-289.3666076660156
1618119757.018486,1200,-250.5804901123047
1618119760.7221987,1300,-488.6468811035156
1618119763.525554,1400,-272.40155029296875
1618119766.8134296,1500,-139.70184326171875
1618119769.5884056,1600,-209.49070739746094
1618119772.8401153,1700,-308.9877014160156
1618119777.019713,1800,-220.91583251953125
1618119780.4123838,1900,-181.6474151611328
1618119784.8267395,2000,-138.26089477539062
1618119789.0008225,2100,-32.91111755371094
1618119792.3918035,2200,-24.682348251342773
1618119795.6840296,2300,-562.2817993164062
1618119799.368569,2400,-7.4771623611450195
1618119803.5671294,2500,-129.47142028808594
1618119807.9890223,2600,-40.10072708129883
1618119811.8804603,2700,-320.96429443359375
1618119820.1941197,2900,-60.79269790649414
1618119824.578677,3000,-48.83201217651367
1618119828.9558141,3100,-24.087451934814453
1618119832.9719572,3200,6.475881576538086
1618119837.35101,3300,19.051923751831055
1618119841.5571344,3400,-35.081268310546875
1618119845.7897258,3500,-30.29542350769043
1618119849.2242851,3600,-82.76022338867188
1618119853.7135925,3700,36.90432357788086
1618119857.9229243,3800,5.668153762817383
1618119861.4929504,3900,-37.24182891845703
1618119865.8936982,4000,-66.1813735961914
1618119874.56536,4200,-1.299836277961731
1618119878.9080272,4300,22.569671630859375
1618119883.3188667,4400,-96.00247192382812
1618119887.6692526,4500,-108.27197265625
1618119891.5888522,4600,276.18963623046875
1618119895.868635,4700,-206.87387084960938
1618119900.0068414,4800,17.207321166992188
1618119904.294723,4900,-108.50829315185547
1618119918.1648014,5000,90.94274139404297
1618119932.6014085,5001,-22.463600158691406
1618119947.0937011,5002,17.7613582611084
1618119961.646291,5003,34.1738395690918
1618119976.4589076,5004,-15.3226318359375
1618119991.0486944,5005,27.842330932617188
1618120005.5188859,5006,-0.496955543756485
1618120020.2155683,5007,9.724571228027344
1618120035.1704667,5008,4.463817119598389
1618120050.1424632,5009,10.196842193603516
1618120064.9127197,5010,1.1639084815979004
1618120079.4224114,5011,-14.129297256469727
1618120094.335618,5012,-2.093228816986084
1618120107.121738,5013,-37.057796478271484
1618120121.7111263,5014,6.1825385093688965
1618120136.3531554,5015,-18.965835571289062
1618120140.8297741,5016,-610.1849365234375
1618120155.4369388,5017,21.718521118164062
1618120170.024946,5018,-16.74094009399414
1618120184.6782668,5019,3.9518868923187256
1618120199.50837,5020,0.634428858757019
1618120214.3323452,5021,-7.679503440856934
1618120229.4263585,5022,31.512842178344727
1618120235.9110827,5023,17.5
1618120241.6018486,5024,8.683767318725586
1618120256.295965,5025,80.77062225341797
1618120259.7036884,5026,8.332907676696777
1618120274.317434,5027,95.33968353271484
1618120277.237253,5028,3.8092663288116455
1618120285.2992167,5029,63.41927719116211
