Wall time,Step,Value
1618127808.3846576,0,-28.081558227539062
1618127810.1423755,100,-87.55027770996094
1618127814.3749213,300,25.03742218017578
1618127816.0391493,400,37.51226043701172
1618127818.1044214,500,316.47747802734375
1618127819.902897,600,263.8462829589844
1618127821.59811,700,44.17374801635742
1618127823.5562756,800,275.4686584472656
1618127825.4987836,900,286.5267028808594
1618127827.500744,1000,251.0666046142578
1618127829.8965874,1100,265.8789978027344
1618127831.7939358,1200,255.65786743164062
1618127833.8208706,1300,226.71714782714844
1618127835.7959113,1400,299.731201171875
1618127837.73367,1500,240.1784210205078
1618127841.2261984,1600,94.08499145507812
1618127843.0799282,1700,283.24688720703125
1618127845.0091603,1800,277.0766296386719
1618127846.9716349,1900,250.22921752929688
1618127848.8663952,2000,252.40707397460938
1618127850.8527367,2100,258.74383544921875
1618127852.6137378,2200,274.8608093261719
1618127854.4612374,2300,291.4802551269531
1618127856.576587,2400,272.46392822265625
1618127860.1420605,2500,33.2590446472168
1618127862.0066276,2600,286.30181884765625
1618127864.3810225,2700,270.93402099609375
1618127868.1605484,2900,263.5567321777344
1618127870.1634848,3000,287.844482421875
1618127873.2494662,3100,86.2275390625
1618127875.142293,3200,260.12353515625
1618127877.1603315,3300,261.7860107421875
1618127880.2471783,3400,88.05266571044922
1618127882.0365536,3500,270.5118103027344
1618127883.9362736,3600,256.0895080566406
1618127887.238158,3700,54.30126953125
1618127889.0274265,3800,253.5308074951172
1618127891.0164251,3900,269.9151306152344
1618127892.814721,4000,280.31402587890625
1618127897.612239,4200,252.1726837158203
1618127899.6233358,4300,268.26416015625
1618127901.703797,4400,293.2421569824219
1618127903.6696846,4500,264.26776123046875
1618127906.1997075,4600,275.0594177246094
1618127908.8454182,4700,223.814208984375
1618127911.2569091,4800,243.0936279296875
1618127913.939646,4900,262.1243591308594
1618127920.758522,5000,11.013995170593262
1618127929.9136598,5001,-151.255126953125
1618127934.538568,5002,-163.164794921875
1618127941.511093,5003,-229.96841430664062
1618127944.6732001,5004,-275.0035400390625
1618127947.436704,5005,-141.7514190673828
1618127951.2083714,5006,-43.46493148803711
1618127954.3395824,5007,-162.1681365966797
1618127957.8841844,5008,-243.1021270751953
1618127961.782584,5009,-324.1650695800781
