
Wall time,Step,Value
1618114014.8434083,6,-273.4713134765625
1618114083.7367513,19,-17.266094207763672
1618114158.0766711,25,-195.21697998046875
1618114347.506808,41,89.02661895751953
1618114365.4016838,43,7.629396915435791
1618114394.6521072,46,21.56940269470215
1618114491.6548486,54,46.022178649902344
1618114530.4085252,57,49.83446502685547
1618114730.006834,72,39.64365768432617
1618114773.6827822,75,46.33094787597656
1618115010.7046554,95,51.175071716308594
1618115085.3845577,103,48.33964538574219
1618115116.1164517,106,46.28057861328125
1618115129.5962484,107,68.73946380615234
1618115225.1130905,114,70.75926971435547
1618115395.087622,127,83.66165924072266
1618115565.7188697,140,94.27584838867188
1618115693.8097765,151,-201.92652893066406
1618115762.2361436,156,16.25357437133789
1618115802.8677802,159,34.89825439453125
1618115928.5636046,168,34.785396575927734
1618116079.7126522,179,40.56489181518555
1618116151.544769,184,56.13875961303711
1618116180.562652,186,31.78482437133789
1618116196.4869304,187,14.93692684173584
1618116256.514576,191,55.74017333984375
1618116368.531391,199,66.88509368896484
1618116477.3643134,207,47.44476318359375
1618116491.8643587,208,109.51226806640625
1618116564.8599284,213,80.33795166015625
1618116713.643545,224,73.70149993896484
1618116789.0589995,230,121.77497863769531
1618116846.3853858,235,30.354780197143555
1618117062.388987,250,110.37662506103516
1618117146.274677,256,77.75505828857422
1618117220.6052654,261,64.04476928710938
1618117315.1783147,268,41.19219207763672
1618117374.5673563,272,98.46485137939453
1618117404.2779307,274,23.68010139465332
1618117710.413886,293,35.967838287353516
1618117796.0108364,298,44.04092788696289
1618117812.754696,299,48.08713912963867
1618117892.6416764,304,104.99859619140625
1618117978.8521106,309,46.86343765258789
1618118013.1884255,311,55.25376510620117
1618118149.2289236,319,24.947202682495117
1618118166.3143573,320,25.99675178527832
1618118343.8001444,331,-8.476999282836914
1618118488.0875747,340,-159.14378356933594
1618118625.5357065,348,63.284767150878906
1618118894.4509196,364,126.24346160888672
1618118964.3739133,368,111.85491180419922
1618119100.9319265,378,67.80046081542969
1618119769.4078093,422,81.56456756591797
1618119786.8287263,423,117.85037994384766
1618119925.4875708,431,60.28743362426758
1618120085.7401469,440,144.36572265625
1618120121.6087024,442,86.41510772705078
1618120140.8503911,443,67.18141174316406
1618120174.3919103,446,36.66191864013672
1618120271.3823626,452,93.91136932373047
1618120420.8189874,461,94.95211791992188
1618120470.912351,464,125.50550842285156
1618120488.7511642,465,63.09511947631836
1618120666.6588483,475,101.74117279052734
1618120965.1729164,492,81.82200622558594
1618121003.4732065,494,98.49443054199219
1618121328.2316804,513,40.74880599975586
1618121364.8537092,515,61.10899353027344
1618121422.488347,518,100.0440444946289
1618121557.5305831,526,77.74554443359375
1618121670.844521,532,100.79283142089844
1618121707.8635383,534,115.67761993408203
1618121734.077555,537,88.48485565185547
1618121844.3778265,543,116.8335952758789
1618121939.8180363,548,95.4288330078125
1618122130.0042627,558,62.8331298828125
1618122240.1340225,564,54.57150650024414
1618122351.1556106,570,97.18022155761719
1618122426.5673149,574,104.31644439697266
1618122540.4546494,580,63.31437301635742
1618122577.793241,582,68.95439910888672
1618122634.038048,585,48.715248107910156
1618122670.3113751,587,91.49052429199219
1618122689.080377,588,87.60414123535156
1618122782.7538223,593,57.53816604614258
1618122802.302339,594,65.31749725341797
1618122973.8798077,603,125.74340057373047
1618123217.5204575,616,108.75482177734375
1618123308.5376167,621,78.3935775756836
1618123345.3408365,623,66.46558380126953
1618123571.384272,635,117.65286254882812
1618123702.064275,642,71.66486358642578
1618123720.732134,643,105.7084732055664
1618123759.014449,645,77.69882202148438
1618123815.7292314,648,103.45716857910156
